subject,SO,Source,sink,D_source_So,D_sink_SO,D_sink_source,pre_post,flow_peak
13,3,2,3,1,0,1,1,0.475601774121974
13,3,2,3,1,0,1,2,0.466624960893155
13,3,2,4,1,1,2,1,0.491113810114593
13,3,2,4,1,1,2,2,0.487649627216747
13,3,3,1,0,2,2,1,0.497859813580384
13,3,3,1,0,2,2,2,0.494661020671968
13,3,3,2,0,1,1,1,0.482739691261069
13,3,3,2,0,1,1,2,0.477366800432851
13,3,3,4,0,1,1,1,0.49180683695331
13,3,3,4,0,1,1,2,0.49067814087079
13,3,4,1,1,2,3,1,0.497292214789975
13,3,4,1,1,2,3,2,0.493935106809964
13,3,4,2,1,1,2,1,0.48241684387426
13,3,4,2,1,1,2,2,0.476181995871602
13,3,4,3,1,0,1,1,0.476566972906721
13,3,4,3,1,0,1,2,0.466521658905913
13,4,1,2,3,2,1,1,0.485275224658358
13,4,1,2,3,2,1,2,0.479395541346494
13,4,1,3,3,1,2,1,0.47771777648896
13,4,1,3,3,1,2,2,0.466570800265254
13,4,1,4,3,0,3,1,0.486393719191262
13,4,1,4,3,0,3,2,0.48214798939891
13,4,2,1,2,3,1,1,0.500181927512106
13,4,2,1,2,3,1,2,0.497396721505259
13,4,2,3,2,1,1,1,0.47875622489031
13,4,2,3,2,1,1,2,0.468093017960461
13,4,2,4,2,0,2,1,0.486845280376553
13,4,2,4,2,0,2,2,0.48374635148228
13,4,3,1,1,3,2,1,0.501370313136923
13,4,3,1,1,3,2,2,0.500280850196009
13,4,3,2,1,2,1,1,0.489041522376199
13,4,3,2,1,2,1,2,0.482069344039022
13,4,3,4,1,0,1,1,0.487161719473044
13,4,3,4,1,0,1,2,0.484259776753473
13,4,4,1,0,3,3,1,0.501884009472926
13,4,4,1,0,3,3,2,0.50132808488374
13,4,4,2,0,2,2,1,0.487856193284162
13,4,4,2,0,2,2,2,0.482047692823692
13,4,4,3,0,1,1,1,0.479380296707524
13,4,4,3,0,1,1,2,0.468991789730239
14,1,1,2,0,1,1,1,0.458957548899382
14,1,1,3,0,2,2,1,0.476678601153272
14,1,1,3,0,2,2,2,0.469252833994268
14,1,1,4,0,3,3,1,0.517964295582127
14,1,2,3,1,2,1,1,0.474800535519585
14,1,2,3,1,2,1,2,0.469295554747367
14,1,2,4,1,3,2,1,0.517102833786662
14,1,3,4,2,3,1,1,0.515446425125507
14,1,4,3,3,2,1,1,0.474100961912258
14,1,4,3,3,2,1,2,0.46605572784279
14,2,1,2,1,0,1,1,0.462561731786433
14,2,1,3,1,1,2,1,0.472454142008533
14,2,1,3,1,1,2,2,0.462003856199735
14,2,1,4,1,2,3,1,0.513893470577414
14,2,2,1,0,1,1,1,0.466863477966597
14,2,2,3,0,1,1,1,0.472257445579403
14,2,2,3,0,1,1,2,0.462212620648211
14,2,2,4,0,2,2,1,0.513211485741847
14,2,3,1,1,1,2,1,0.465768162814077
14,2,3,2,1,0,1,1,0.461982161628781
14,2,3,4,1,2,1,1,0.515312650222916
14,2,4,1,2,1,3,1,0.465747081071362
14,2,4,2,2,0,2,1,0.462220070714939
14,2,4,3,2,1,1,1,0.470994478544481
14,2,4,3,2,1,1,2,0.460221989262762
14,3,1,2,2,1,1,1,0.470086769608453
14,3,1,2,2,1,1,2,0.461448538082319
14,3,1,3,2,0,2,1,0.464957723389214
14,3,1,4,2,1,3,1,0.49164636239962
14,3,1,4,2,1,3,2,0.48811293136479
14,3,2,1,1,2,1,1,0.490883983410289
14,3,2,1,1,2,1,2,0.49118895486806
14,3,2,3,1,0,1,1,0.463366428127436
14,3,2,4,1,1,2,1,0.49182666173451
14,3,2,4,1,1,2,2,0.487764731826617
14,3,3,1,0,2,2,1,0.492104377606189
14,3,3,1,0,2,2,2,0.49287584978096
14,3,3,2,0,1,1,1,0.470696639969198
14,3,3,2,0,1,1,2,0.463083518825881
14,3,3,4,0,1,1,1,0.492184999161476
14,3,3,4,0,1,1,2,0.4919747089937
14,3,4,1,1,2,3,1,0.490900482022864
14,3,4,1,1,2,3,2,0.490959651762623
14,3,4,2,1,1,2,1,0.470348440317306
14,3,4,2,1,1,2,2,0.46360826813042
14,3,4,3,1,0,1,1,0.46506921807815
14,4,1,2,3,2,1,1,0.478014171321901
14,4,1,2,3,2,1,2,0.467657974602043
14,4,1,3,3,1,2,1,0.462099446503121
14,4,1,4,3,0,3,1,0.476744933704599
14,4,1,4,3,0,3,2,0.468831727849002
14,4,2,1,2,3,1,1,0.496865504996538
14,4,2,1,2,3,1,2,0.504508194581788
14,4,2,3,2,1,1,1,0.460135985249812
14,4,2,4,2,0,2,1,0.473528186821539
14,4,2,4,2,0,2,2,0.468120891591684
14,4,3,1,1,3,2,1,0.499533375527866
14,4,3,1,1,3,2,2,0.505352917388748
14,4,3,2,1,2,1,1,0.479083715838716
14,4,3,2,1,2,1,2,0.47065660483108
14,4,3,4,1,0,1,1,0.477644295479203
14,4,3,4,1,0,1,2,0.471192886438019
14,4,4,1,0,3,3,1,0.49862356001357
14,4,4,1,0,3,3,2,0.504940638061801
14,4,4,2,0,2,2,1,0.479324937051729
14,4,4,2,0,2,2,2,0.471657612601084
14,4,4,3,0,1,1,1,0.463651561221005
15,1,1,3,0,2,2,1,0.478178403384035
15,1,1,3,0,2,2,2,0.475756102434842
15,1,1,4,0,3,3,1,0.515008669880869
15,1,1,4,0,3,3,2,0.517514994036352
15,1,2,3,1,2,1,1,0.472642276877825
15,1,2,3,1,2,1,2,0.470191874939401
15,1,2,4,1,3,2,1,0.511370179009791
15,1,2,4,1,3,2,2,0.511989216971116
15,1,3,4,2,3,1,1,0.512057950839896
15,1,3,4,2,3,1,2,0.514624877404946
15,1,4,3,3,2,1,1,0.473225441885839
15,1,4,3,3,2,1,2,0.47090006499433
15,2,1,2,1,0,1,1,0.459274039853494
15,2,1,3,1,1,2,1,0.47411167853728
15,2,1,3,1,1,2,2,0.472325707145001
15,2,1,4,1,2,3,1,0.515085933087295
15,2,1,4,1,2,3,2,0.517901979582455
15,2,2,3,0,1,1,1,0.472546747871813
15,2,2,3,0,1,1,2,0.469139900477919
15,2,2,4,0,2,2,1,0.512356619218099
15,2,2,4,0,2,2,2,0.514830849931929
15,2,3,2,1,0,1,1,0.458908577815729
15,2,3,4,1,2,1,1,0.513977348804597
15,2,3,4,1,2,1,2,0.514457785285943
15,2,4,3,2,1,1,1,0.471409198767106
15,2,4,3,2,1,1,2,0.469671274339464
15,3,1,2,2,1,1,1,0.475315493171136
15,3,1,2,2,1,1,2,0.46956281753481
15,3,1,3,2,0,2,1,0.47014962874796
15,3,1,3,2,0,2,2,0.467161926131581
15,3,1,4,2,1,3,1,0.488749711586862
15,3,1,4,2,1,3,2,0.494216096719999
15,3,2,1,1,2,1,1,0.481192780275619
15,3,2,1,1,2,1,2,0.472751526097706
15,3,2,3,1,0,1,1,0.4676069907111
15,3,2,3,1,0,1,2,0.464639598916487
15,3,2,4,1,1,2,1,0.48398855210628
15,3,2,4,1,1,2,2,0.490470153140891
15,3,3,1,0,2,2,1,0.483248141498815
15,3,3,1,0,2,2,2,0.474795296994211
15,3,3,2,0,1,1,1,0.476928537728108
15,3,3,2,0,1,1,2,0.470080084491124
15,3,3,4,0,1,1,1,0.489770074446212
15,3,3,4,0,1,1,2,0.496120183100157
15,3,4,1,1,2,3,1,0.48356439940187
15,3,4,1,1,2,3,2,0.475073253594396
15,3,4,2,1,1,2,1,0.476272706597801
15,3,4,2,1,1,2,2,0.469353185705423
15,3,4,3,1,0,1,1,0.470468204308488
15,3,4,3,1,0,1,2,0.467488907946145
15,4,1,2,3,2,1,1,0.483229822678458
15,4,1,2,3,2,1,2,0.478442965899957
15,4,1,3,3,1,2,1,0.473699712669633
15,4,1,3,3,1,2,2,0.471648211428077
15,4,1,4,3,0,3,1,0.474671185738653
15,4,1,4,3,0,3,2,0.479545627149081
15,4,2,1,2,3,1,1,0.481319909287256
15,4,2,1,2,3,1,2,0.475510550064236
15,4,2,3,2,1,1,1,0.470236823948239
15,4,2,3,2,1,1,2,0.468495668107101
15,4,2,4,2,0,2,1,0.473346597721952
15,4,2,4,2,0,2,2,0.476168755307988
15,4,3,1,1,3,2,1,0.486691168727036
15,4,3,1,1,3,2,2,0.479390544427547
15,4,3,2,1,2,1,1,0.484699320642079
15,4,3,2,1,2,1,2,0.479296757146511
15,4,3,4,1,0,1,1,0.478114915014683
15,4,3,4,1,0,1,2,0.481699939717039
15,4,4,1,0,3,3,1,0.48556036840965
15,4,4,1,0,3,3,2,0.480562085572138
15,4,4,2,0,2,2,1,0.485321108841387
15,4,4,2,0,2,2,2,0.480810044454565
15,4,4,3,0,1,1,1,0.474757901532939
15,4,4,3,0,1,1,2,0.472059514213319
16,1,1,2,0,1,1,1,0.462193564403962
16,1,1,3,0,2,2,1,0.476024729927188
16,1,1,3,0,2,2,2,0.475437647847307
16,1,1,4,0,3,3,1,0.515288014935845
16,1,1,4,0,3,3,2,0.517597470842796
16,1,2,3,1,2,1,1,0.472015907105125
16,1,2,3,1,2,1,2,0.472352763727496
16,1,2,4,1,3,2,1,0.512970499029288
16,1,2,4,1,3,2,2,0.512045614592449
16,1,3,2,2,1,1,1,0.46165433735571
16,1,3,4,2,3,1,1,0.512360068338977
16,1,3,4,2,3,1,2,0.515264016073136
16,1,4,2,3,1,2,1,0.459305679524409
16,1,4,3,3,2,1,1,0.470742948705411
16,1,4,3,3,2,1,2,0.471464703856501
16,2,1,2,1,0,1,1,0.465090189411107
16,2,1,3,1,1,2,1,0.470435260994035
16,2,1,3,1,1,2,2,0.463240022533513
16,2,1,4,1,2,3,1,0.511890984301394
16,2,2,1,0,1,1,1,0.469638246793341
16,2,2,1,0,1,1,2,0.460828926084847
16,2,2,3,0,1,1,1,0.471916956186354
16,2,2,3,0,1,1,2,0.462128331851095
16,2,2,4,0,2,2,1,0.514062085953783
16,2,2,4,0,2,2,2,0.517224704535422
16,2,3,1,1,1,2,1,0.469894342827116
16,2,3,1,1,1,2,2,0.461444055129333
16,2,3,2,1,0,1,1,0.464988359976417
16,2,3,4,1,2,1,1,0.514215372214367
16,2,3,4,1,2,1,2,0.518046184974597
16,2,4,1,2,1,3,1,0.466443645619251
16,2,4,1,2,1,3,2,0.458670221221556
16,2,4,2,2,0,2,1,0.463201672527978
16,2,4,3,2,1,1,1,0.467526343716104
16,2,4,3,2,1,1,2,0.46213795757851
16,3,1,2,2,1,1,1,0.472334550795305
16,3,1,2,2,1,1,2,0.468097082683103
16,3,1,3,2,0,2,1,0.467391322988542
16,3,1,3,2,0,2,2,0.461163777442291
16,3,1,4,2,1,3,1,0.494952801405472
16,3,1,4,2,1,3,2,0.494889033110093
16,3,2,1,1,2,1,1,0.490600996757245
16,3,2,1,1,2,1,2,0.484082891268968
16,3,2,3,1,0,1,1,0.467574115984625
16,3,2,4,1,1,2,1,0.495995501289795
16,3,2,4,1,1,2,2,0.49420148129631
16,3,3,1,0,2,2,1,0.489751725116025
16,3,3,1,0,2,2,2,0.489229520022768
16,3,3,2,0,1,1,1,0.473576792861743
16,3,3,2,0,1,1,2,0.468143584285079
16,3,3,4,0,1,1,1,0.496687233494793
16,3,3,4,0,1,1,2,0.495369158098892
16,3,4,1,1,2,3,1,0.488407582580353
16,3,4,1,1,2,3,2,0.486193891033759
16,3,4,2,1,1,2,1,0.473931444322527
16,3,4,2,1,1,2,2,0.467573646822795
16,3,4,3,1,0,1,1,0.470769781767617
16,3,4,3,1,0,1,2,0.460142184108768
16,4,1,2,3,2,1,1,0.481492845705367
16,4,1,2,3,2,1,2,0.473283304112845
16,4,1,3,3,1,2,1,0.467627755474664
16,4,1,3,3,1,2,2,0.459960075615884
16,4,1,4,3,0,3,1,0.479406697761699
16,4,1,4,3,0,3,2,0.481116474324641
16,4,2,1,2,3,1,1,0.495003308831006
16,4,2,1,2,3,1,2,0.490775908338375
16,4,2,3,2,1,1,1,0.470104007736744
16,4,2,4,2,0,2,1,0.483087791166746
16,4,2,4,2,0,2,2,0.476239730926555
16,4,3,1,1,3,2,1,0.493874536432172
16,4,3,1,1,3,2,2,0.492649084395386
16,4,3,2,1,2,1,1,0.484609582785661
16,4,3,2,1,2,1,2,0.472336099474265
16,4,3,4,1,0,1,1,0.483823712898461
16,4,3,4,1,0,1,2,0.484800119521409
16,4,4,1,0,3,3,1,0.493590836944056
16,4,4,1,0,3,3,2,0.489296970242892
16,4,4,2,0,2,2,1,0.486027621427667
16,4,4,2,0,2,2,2,0.47375028514807
16,4,4,3,0,1,1,1,0.468911754655923
16,4,4,3,0,1,1,2,0.460604201161198
17,1,1,2,0,1,1,1,0.481534745516099
17,1,1,2,0,1,1,2,0.482681677595796
17,1,1,3,0,2,2,1,0.485222678695415
17,1,1,3,0,2,2,2,0.487922991146618
17,1,1,4,0,3,3,1,0.491999722497751
17,1,1,4,0,3,3,2,0.486851919148927
17,1,2,3,1,2,1,1,0.484925901655802
17,1,2,3,1,2,1,2,0.484063223823748
17,1,2,4,1,3,2,1,0.489240166320944
17,1,2,4,1,3,2,2,0.486799215116602
17,1,3,2,2,1,1,1,0.477268165910645
17,1,3,2,2,1,1,2,0.478038967862801
17,1,3,4,2,3,1,1,0.488889619500565
17,1,3,4,2,3,1,2,0.485671127089561
17,1,4,2,3,1,2,1,0.476924967962351
17,1,4,2,3,1,2,2,0.478367244568615
17,1,4,3,3,2,1,1,0.484228521212829
17,1,4,3,3,2,1,2,0.481228694010227
17,2,1,2,1,0,1,1,0.481996592180954
17,2,1,2,1,0,1,2,0.478979433495379
17,2,1,3,1,1,2,1,0.481701782828299
17,2,1,3,1,1,2,2,0.478506316556874
17,2,1,4,1,2,3,1,0.49548216576784
17,2,1,4,1,2,3,2,0.491120506775837
17,2,2,1,0,1,1,1,0.474532817448341
17,2,2,1,0,1,1,2,0.465265858410074
17,2,2,3,0,1,1,1,0.480801902627185
17,2,2,3,0,1,1,2,0.478551846857538
17,2,2,4,0,2,2,1,0.494412678508177
17,2,2,4,0,2,2,2,0.49130024556474
17,2,3,1,1,1,2,1,0.474292246230755
17,2,3,1,1,1,2,2,0.464015044441285
17,2,3,2,1,0,1,1,0.48250431619891
17,2,3,2,1,0,1,2,0.479989838331233
17,2,3,4,1,2,1,1,0.492467050818663
17,2,3,4,1,2,1,2,0.490753509488414
17,2,4,1,2,1,3,1,0.474852353072943
17,2,4,1,2,1,3,2,0.462328992663728
17,2,4,2,2,0,2,1,0.481413010091122
17,2,4,2,2,0,2,2,0.479673296667806
17,2,4,3,2,1,1,1,0.47903510745107
17,2,4,3,2,1,1,2,0.479749757416069
17,3,1,2,2,1,1,1,0.47518523267019
17,3,1,2,2,1,1,2,0.476606974907152
17,3,1,3,2,0,2,1,0.471098725701741
17,3,1,3,2,0,2,2,0.470989249201467
17,3,1,4,2,1,3,1,0.483081340281515
17,3,1,4,2,1,3,2,0.477498416471797
17,3,2,1,1,2,1,1,0.497273998749504
17,3,2,1,1,2,1,2,0.50093878941465
17,3,2,3,1,0,1,1,0.475829473350372
17,3,2,3,1,0,1,2,0.469173278950364
17,3,2,4,1,1,2,1,0.481021229199604
17,3,2,4,1,1,2,2,0.475754410558744
17,3,3,1,0,2,2,1,0.496932924883132
17,3,3,1,0,2,2,2,0.505029413996492
17,3,3,2,0,1,1,1,0.47780623189413
17,3,3,2,0,1,1,2,0.479172682967005
17,3,3,4,0,1,1,1,0.48290167380873
17,3,3,4,0,1,1,2,0.478683308015735
17,3,4,1,1,2,3,1,0.497121701451989
17,3,4,1,1,2,3,2,0.503776103757746
17,3,4,2,1,1,2,1,0.477382492398106
17,3,4,2,1,1,2,2,0.47855405756083
17,3,4,3,1,0,1,1,0.474076998242653
17,3,4,3,1,0,1,2,0.470192076568259
17,4,1,2,3,2,1,1,0.46951977712857
17,4,1,2,3,2,1,2,0.475619266628549
17,4,1,3,3,1,2,1,0.463845762220859
17,4,1,3,3,1,2,2,0.471992962635887
17,4,1,4,3,0,3,1,0.471805919896133
17,4,1,4,3,0,3,2,0.477891734388981
17,4,2,1,2,3,1,2,0.503937796739775
17,4,2,3,2,1,1,1,0.459266184204138
17,4,2,3,2,1,1,2,0.470888944768209
17,4,2,4,2,0,2,1,0.469320865673115
17,4,2,4,2,0,2,2,0.472413538940762
17,4,3,1,1,3,2,1,0.513766610414208
17,4,3,1,1,3,2,2,0.499131339718335
17,4,3,2,1,2,1,1,0.472568104701105
17,4,3,2,1,2,1,2,0.479183669346695
17,4,3,4,1,0,1,1,0.475988969346455
17,4,3,4,1,0,1,2,0.473666923812026
17,4,4,1,0,3,3,1,0.519435212601719
17,4,4,1,0,3,3,2,0.49408268818662
17,4,4,2,0,2,2,1,0.469522144929761
17,4,4,2,0,2,2,2,0.485142773908984
17,4,4,3,0,1,1,1,0.464216140345543
17,4,4,3,0,1,1,2,0.477315604460508
18,1,1,2,0,1,1,1,0.490675694067075
18,1,1,2,0,1,1,2,0.486454148239296
18,1,1,3,0,2,2,1,0.481906068745317
18,1,1,3,0,2,2,2,0.476725818542448
18,1,1,4,0,3,3,1,0.484948883658174
18,1,1,4,0,3,3,2,0.48874144821399
18,1,2,3,1,2,1,1,0.478404936699249
18,1,2,3,1,2,1,2,0.472388275671278
18,1,2,4,1,3,2,1,0.482237030544533
18,1,2,4,1,3,2,2,0.484042783660235
18,1,3,2,2,1,1,1,0.488692363446047
18,1,3,2,2,1,1,2,0.485366367922468
18,1,3,4,2,3,1,1,0.482742069007991
18,1,3,4,2,3,1,2,0.488015664436737
18,1,4,2,3,1,2,1,0.48759021676006
18,1,4,2,3,1,2,2,0.483530514364615
18,1,4,3,3,2,1,1,0.478989876260673
18,1,4,3,3,2,1,2,0.474886106994865
18,2,1,2,1,0,1,1,0.481203208228928
18,2,1,2,1,0,1,2,0.481556532649036
18,2,1,3,1,1,2,1,0.465240992477118
18,2,1,3,1,1,2,2,0.463568359558796
18,2,1,4,1,2,3,1,0.480549804128704
18,2,1,4,1,2,3,2,0.481051458504713
18,2,2,1,0,1,1,1,0.488384703097954
18,2,2,1,0,1,1,2,0.471466849560615
18,2,2,3,0,1,1,1,0.465175800457183
18,2,2,3,0,1,1,2,0.464363199243873
18,2,2,4,0,2,2,1,0.481252604988596
18,2,2,4,0,2,2,2,0.481472290043907
18,2,3,1,1,1,2,1,0.489925704376847
18,2,3,1,1,1,2,2,0.474675468370757
18,2,3,2,1,0,1,1,0.482219202116614
18,2,3,2,1,0,1,2,0.483192454714571
18,2,3,4,1,2,1,1,0.483504139202064
18,2,3,4,1,2,1,2,0.481827432853436
18,2,4,1,2,1,3,1,0.489086381875591
18,2,4,1,2,1,3,2,0.470745721597223
18,2,4,2,2,0,2,1,0.481334669460703
18,2,4,2,2,0,2,2,0.481629804508141
18,2,4,3,2,1,1,1,0.464136035924865
18,2,4,3,2,1,1,2,0.464751604706766
18,3,1,2,2,1,1,1,0.476413618929959
18,3,1,2,2,1,1,2,0.479017696559796
18,3,1,4,2,1,3,1,0.473309875547691
18,3,1,4,2,1,3,2,0.473017303289471
18,3,2,1,1,2,1,1,0.503862643640703
18,3,2,1,1,2,1,2,0.492572060212989
18,3,2,3,1,0,1,1,0.459590154304608
18,3,2,3,1,0,1,2,0.459406216617841
18,3,2,4,1,1,2,1,0.474915323664356
18,3,2,4,1,1,2,2,0.472741694781354
18,3,3,1,0,2,2,1,0.506380113182038
18,3,3,1,0,2,2,2,0.492215955121781
18,3,3,2,0,1,1,1,0.47966554341722
18,3,3,2,0,1,1,2,0.481196432553042
18,3,3,4,0,1,1,1,0.47662019510394
18,3,3,4,0,1,1,2,0.476511012415955
18,3,4,1,1,2,3,1,0.505019837637474
18,3,4,1,1,2,3,2,0.494693065996436
18,3,4,2,1,1,2,1,0.479028891898591
18,3,4,2,1,1,2,2,0.478227780172018
18,3,4,3,1,0,1,1,0.461983171900824
18,3,4,3,1,0,1,2,0.46060120206964
18,4,1,2,3,2,1,1,0.478683363803819
18,4,1,2,3,2,1,2,0.480897857466283
18,4,1,3,3,1,2,1,0.459456716779223
18,4,1,3,3,1,2,2,0.461484962844341
18,4,1,4,3,0,3,1,0.466712959319728
18,4,1,4,3,0,3,2,0.464746723597291
18,4,2,1,2,3,1,1,0.507824234016205
18,4,2,1,2,3,1,2,0.496006924422922
18,4,2,3,2,1,1,1,0.463221679310873
18,4,2,4,2,0,2,1,0.471093056038663
18,4,2,4,2,0,2,2,0.466783959203256
18,4,3,1,1,3,2,1,0.507095730514609
18,4,3,1,1,3,2,2,0.496580021185874
18,4,3,2,1,2,1,1,0.480676325867896
18,4,3,2,1,2,1,2,0.484352503632317
18,4,3,4,1,0,1,1,0.471250950761072
18,4,3,4,1,0,1,2,0.470891733446315
18,4,4,1,0,3,3,1,0.508603098997572
18,4,4,1,0,3,3,2,0.498329449872942
18,4,4,2,0,2,2,1,0.480446597284097
18,4,4,2,0,2,2,2,0.481458910001119
18,4,4,3,0,1,1,1,0.463366190551049
18,4,4,3,0,1,1,2,0.46362666142223
19,1,1,2,0,1,1,1,0.46341794167695
19,1,1,3,0,2,2,1,0.473225057841322
19,1,1,3,0,2,2,2,0.470019653177276
19,1,1,4,0,3,3,1,0.515958673661001
19,1,2,1,1,0,1,1,0.460811606377535
19,1,2,3,1,2,1,1,0.472073526649376
19,1,2,3,1,2,1,2,0.468290472866016
19,1,2,4,1,3,2,1,0.511863004715663
19,1,3,1,2,0,2,1,0.4593309000493
19,1,3,2,2,1,1,1,0.463595031474649
19,1,3,4,2,3,1,1,0.514737605052803
19,1,4,3,3,2,1,1,0.469474981762987
19,1,4,3,3,2,1,2,0.466658622166533
19,2,1,2,1,0,1,1,0.46716251038793
19,2,1,2,1,0,1,2,0.461015625835929
19,2,1,3,1,1,2,1,0.470580215933762
19,2,1,3,1,1,2,2,0.465196299019467
19,2,1,4,1,2,3,1,0.508850337927087
19,2,1,4,1,2,3,2,0.516650102151828
19,2,2,1,0,1,1,1,0.477325619377968
19,2,2,1,0,1,1,2,0.467841142006727
19,2,2,3,0,1,1,1,0.47045044061749
19,2,2,3,0,1,1,2,0.464217291622818
19,2,2,4,0,2,2,1,0.508925385459833
19,2,2,4,0,2,2,2,0.51643454780189
19,2,3,1,1,1,2,1,0.478609963303275
19,2,3,1,1,1,2,2,0.46732763731861
19,2,3,2,1,0,1,1,0.467891476545988
19,2,3,2,1,0,1,2,0.461719628754455
19,2,3,4,1,2,1,1,0.510101913480322
19,2,3,4,1,2,1,2,0.518366551570325
19,2,4,1,2,1,3,1,0.475732815586428
19,2,4,1,2,1,3,2,0.465277856450766
19,2,4,2,2,0,2,1,0.465902130700817
19,2,4,2,2,0,2,2,0.458661850747501
19,2,4,3,2,1,1,1,0.468676746257017
19,2,4,3,2,1,1,2,0.463720340681151
19,3,1,2,2,1,1,1,0.475340543643413
19,3,1,2,2,1,1,2,0.471489800040934
19,3,1,3,2,0,2,1,0.467586278588354
19,3,1,3,2,0,2,2,0.464592576544331
19,3,1,4,2,1,3,1,0.490067417363731
19,3,1,4,2,1,3,2,0.492628952933943
19,3,2,1,1,2,1,1,0.495541072073961
19,3,2,1,1,2,1,2,0.486951604925451
19,3,2,3,1,0,1,1,0.469581373038799
19,3,2,3,1,0,1,2,0.465604930499476
19,3,2,4,1,1,2,1,0.490725347014554
19,3,2,4,1,1,2,2,0.49288256573558
19,3,3,1,0,2,2,1,0.497088638620628
19,3,3,1,0,2,2,2,0.488916220032568
19,3,3,2,0,1,1,1,0.479643221872612
19,3,3,2,0,1,1,2,0.474628231758333
19,3,3,4,0,1,1,1,0.491247259105011
19,3,3,4,0,1,1,2,0.494411534837653
19,3,4,1,1,2,3,1,0.495358735587397
19,3,4,1,1,2,3,2,0.487892963255077
19,3,4,2,1,1,2,1,0.477459291358269
19,3,4,2,1,1,2,2,0.47289712175693
19,3,4,3,1,0,1,1,0.470484604705441
19,3,4,3,1,0,1,2,0.467087632107234
19,4,1,2,3,2,1,1,0.481091610054477
19,4,1,2,3,2,1,2,0.4761718634615
19,4,1,3,3,1,2,1,0.470233898310289
19,4,1,3,3,1,2,2,0.464443204539208
19,4,1,4,3,0,3,1,0.480592960930984
19,4,1,4,3,0,3,2,0.478156643274504
19,4,2,1,2,3,1,1,0.500974266072183
19,4,2,1,2,3,1,2,0.495755422348634
19,4,2,3,2,1,1,1,0.472072079223782
19,4,2,3,2,1,1,2,0.466284378727883
19,4,2,4,2,0,2,1,0.480758799230689
19,4,2,4,2,0,2,2,0.47880455899096
19,4,3,1,1,3,2,1,0.502511036723294
19,4,3,1,1,3,2,2,0.497073246233861
19,4,3,2,1,2,1,1,0.485842069785189
19,4,3,2,1,2,1,2,0.481431255840532
19,4,3,4,1,0,1,1,0.481147686503375
19,4,3,4,1,0,1,2,0.481025500823121
19,4,4,1,0,3,3,1,0.501213040009405
19,4,4,1,0,3,3,2,0.496237085122765
19,4,4,2,0,2,2,1,0.484279736971301
19,4,4,2,0,2,2,2,0.478532153770775
19,4,4,3,0,1,1,1,0.473798561107813
19,4,4,3,0,1,1,2,0.471281728586242
20,1,1,3,0,2,2,1,0.46957771325727
20,1,1,3,0,2,2,2,0.46725434805077
20,1,2,3,1,2,1,1,0.465044929306235
20,1,2,3,1,2,1,2,0.464330982936157
20,1,4,3,3,2,1,1,0.466528811093996
20,1,4,3,3,2,1,2,0.463846515329195
20,2,1,3,1,1,2,1,0.463639734566808
20,2,1,3,1,1,2,2,0.463399451225113
20,2,2,3,0,1,1,1,0.464030615294196
20,2,2,3,0,1,1,2,0.461901939136263
20,2,4,3,2,1,1,1,0.462067166806237
20,2,4,3,2,1,1,2,0.460385497398144
20,3,1,2,2,1,1,1,0.466987850708811
20,3,1,3,2,0,2,1,0.45931415726496
20,3,1,4,2,1,3,1,0.506085216783961
20,3,1,4,2,1,3,2,0.504978788555135
20,3,2,1,1,2,1,1,0.47078897114788
20,3,2,1,1,2,1,2,0.464350509247228
20,3,2,3,1,0,1,1,0.460115445870385
20,3,2,4,1,1,2,1,0.500382558566388
20,3,2,4,1,1,2,2,0.509183814202499
20,3,3,1,0,2,2,1,0.473827663358084
20,3,3,1,0,2,2,2,0.462261493208009
20,3,3,2,0,1,1,1,0.471232094276544
20,3,3,4,0,1,1,1,0.501718899624564
20,3,3,4,0,1,1,2,0.509549999215789
20,3,4,1,1,2,3,1,0.471443054845522
20,3,4,1,1,2,3,2,0.468409899532496
20,3,4,2,1,1,2,1,0.467661474975324
20,3,4,3,1,0,1,1,0.46188899830009
20,4,1,2,3,2,1,1,0.487562442706298
20,4,1,2,3,2,1,2,0.46551980412343
20,4,1,4,3,0,3,1,0.463493707080041
20,4,1,4,3,0,3,2,0.476202870831171
20,4,2,1,2,3,1,1,0.483751708765169
20,4,2,1,2,3,1,2,0.479242041794723
20,4,2,4,2,0,2,1,0.469414870567198
20,4,2,4,2,0,2,2,0.474565973724267
20,4,3,1,1,3,2,1,0.493352305212783
20,4,3,1,1,3,2,2,0.476843086001233
20,4,3,2,1,2,1,1,0.486655526901813
20,4,3,2,1,2,1,2,0.465657405842033
20,4,3,4,1,0,1,1,0.472446567105797
20,4,3,4,1,0,1,2,0.478732681624536
20,4,4,1,0,3,3,1,0.489804181037039
20,4,4,1,0,3,3,2,0.479142943543882
20,4,4,2,0,2,2,1,0.483465944545823
20,4,4,2,0,2,2,2,0.467828507259717
20,4,4,3,0,1,1,1,0.465929743345344
21,1,1,3,0,2,2,1,0.485605683563262
21,1,1,3,0,2,2,2,0.482746478454958
21,1,1,4,0,3,3,1,0.514420007789806
21,1,1,4,0,3,3,2,0.517982249085946
21,1,2,3,1,2,1,1,0.484939201177691
21,1,2,3,1,2,1,2,0.48095266621409
21,1,2,4,1,3,2,1,0.514512839113486
21,1,2,4,1,3,2,2,0.517264402729054
21,1,3,4,2,3,1,1,0.512620074710149
